0.0011023,0.00045904,1.21E-05,0.00080611,0.00086253,0.00362,1.15E-05,0,5.31E-05,0.0003596,0.0037839,0,0.0029112,8.73E-08,0.00065583,0.002887,0.0010823,0.002787,0.00040422,2.26E-05,1.42E-06,0.00031609,0,9.77E-10,0,6.21E-05,0.00012884,2.95E-05,0.00017648,0,0.001829,0,0,0,6.93E-05,0.00017178,2.60E-06,0.0015173,0,0.00047469,4.40E-06,0,0.0012636,0.0003749,4.75E-05,9.71E-05,2.33E-07,0.0047312,0.0014507,3.35E-05
0.0086505,0.0042274,1.19E-05,0.00075768,0.0039919,0.036629,0.00010018,1.11E-06,0.00045835,0.0025205,0.024819,0,0.037121,2.61E-06,0.029831,0.023689,0.015949,0.0041028,3.65E-06,0.0023705,0.00048395,0.0021858,0,0.00036205,0,0.00086992,0,0.00051856,0.0072501,0,0,0.00012877,0,8.00E-06,0.0017484,0.0038411,0.0016651,0.0064932,8.72E-06,0.0026179,0.00030011,0,0.0023164,3.83E-06,0.001711,0.0005711,0.00025538,0.021342,0.02166,0.00056363
0.0064488,0.0027684,0,4.11E-06,0.0033886,0.038661,1.74E-11,0,2.65E-06,0.0014913,0.021663,0,0.028788,2.88E-05,0.024993,0.020565,0.012223,0.0034228,0,0.0008037,2.58E-05,0.00072606,0,2.12E-05,0,4.54E-05,9.00E-11,5.71E-05,0.0048827,0,0,2.92E-06,0,2.57E-05,0.00019402,0.0018056,0.0016237,0.0054949,2.10E-09,0.00074711,9.94E-07,0,0.00088413,5.53E-05,0.00023871,0.00010501,2.17E-06,0.02573,0.014653,2.50E-05
0.0087835,0.0020708,1.16E-05,0.00060452,0.0067486,0.034272,0.00091987,0,1.10E-05,0.0039725,0.027577,5.71E-08,0.035408,7.72E-07,0.01369,0.015408,0.029685,0.02951,0.00083195,5.92E-05,0.00048162,0.00060826,0,1.26E-06,0,0.00045765,0.0077533,4.52E-05,0.00046991,0,0.009097,0,0,2.78E-06,0.00015948,0.0017848,0.00075232,0.01143,0,5.91E-05,0.00023185,3.72E-06,0.0060512,0.00019784,0.00055516,4.99E-06,0.00054752,0.034396,0.014458,2.80E-05
0.0002022,8.67E-05,0,2.52E-06,0.00014002,0.0015697,9.68E-06,0,0,2.41E-05,0.00083419,0,0.0012741,0.00011995,0.00071474,0.0013542,0.00029411,0.00033288,0.00022006,2.94E-07,0,3.74E-05,0,0,0,0,0,2.09E-06,1.28E-05,0,1.43E-08,0,0,0.00010645,0,5.07E-07,6.88E-05,0.00053116,0,0.00035223,0,0,0.00010781,0.0002494,0,0,0,0.0010132,0.00067856,0
0.00069434,0.00028265,0,0.00065955,0.00085007,0.0059326,0,0,5.69E-06,0.00042242,0.0045703,0,0.0018304,1.15E-06,0.00077598,0.0035309,0.00041719,0.00085813,0.00015463,0.0002353,1.49E-07,0.0003622,0,3.63E-08,0,5.61E-06,0.0016718,1.97E-05,9.92E-06,0,0.00023408,0,0,2.08E-06,1.99E-05,0.00017974,1.70E-05,0.0018853,0,0.00049997,0,0,0.00053541,0.00042499,9.64E-07,9.27E-05,0.00022614,0.0020297,0.0013676,1.49E-10
0.0052889,0.0016657,0.00031531,0.0018017,0.0044298,0.013088,0.0023966,4.48E-05,0.00046988,0.0030048,0.014864,0,0.0262,0.0022864,0.011047,0.01605,0.0093777,0.0024866,7.02E-08,0.0013211,0.00074487,0.0017615,0.00017217,0.0002185,0.00012115,0.0012247,0,0.00067273,0.001396,5.07E-05,1.03E-06,2.17E-05,6.69E-05,0.00020497,0.0012951,0.0027964,0.0012871,0.0046356,9.37E-05,0.0016487,0.0010275,0,0.0014543,0.00022217,0.0014492,0.00013369,0.00066021,0.0051565,0.013775,0.00059074
0.0034761,0.0017469,0.00014307,0.0015908,0.0016926,0.0079949,0.0006685,0,0.00016785,0.001355,0.011292,0,0.014359,0,0.0067584,0.010958,0.004546,0.0015336,0,0.0011736,0.00047452,0.0015434,0,0.00032215,0,0.0010611,1.31E-05,0.00059946,0.001333,2.03E-06,3.54E-05,0,0,1.16E-05,0.00058292,0.0018861,0.00065085,0.0024412,0,0.0017296,0.0004058,0,0.001802,0,0.00074033,0.00085027,0.00039143,0.0088533,0.0083322,0.00028082
0.002663,0.00063278,3.54E-07,0.00084687,0.0024476,0.0080126,0.00080391,0,3.53E-05,0.001329,0.0075909,0,0.014141,1.69E-06,0.0062807,0.0072656,0.0051284,0.0011154,4.09E-08,0.000643,0.00037879,0.00085494,4.06E-09,9.45E-05,1.53E-10,0.00048921,4.71E-09,0.00015981,0.00075645,0,2.94E-06,5.98E-06,0,9.25E-06,0.00037352,0.0014439,0.000553,0.0024377,1.53E-10,0.00047126,0.00036442,0,0.00082721,8.37E-08,0.00062649,6.92E-06,0.00039285,0.001826,0.007498,0.00031146
0.00012857,0.00038151,1.47E-06,9.39E-07,0.00026927,0.00072195,9.25E-08,0,7.49E-07,0.00026008,0.00071227,0,0.00057922,0,0.000232,0.0013714,0.00031441,0.00025924,2.01E-05,9.02E-05,3.60E-05,0.00011855,0,6.80E-05,7.44E-07,0.00013351,7.14E-06,0.00012519,6.07E-05,2.25E-09,0,0,0,0,0.00018623,0.0001034,9.62E-05,0.00096068,1.48E-08,1.44E-05,0.00019164,0,0.00014639,1.13E-06,7.82E-05,4.67E-06,1.40E-06,0.00074588,0.0010457,4.89E-06
4.64E-05,0.00023533,0,7.44E-05,0.0003938,0.003936,5.19E-07,0,0,0.0002077,0.002345,0,0.0012573,6.62E-05,0.00048165,0.0026417,0.00060941,0.001144,0.0020338,5.75E-05,0,9.79E-05,0,0,0,2.70E-08,8.33E-06,0,7.59E-05,0,3.86E-06,0,0,2.10E-09,0,1.49E-05,5.97E-06,0.00097531,0,0.00022166,2.18E-12,0,0.00012597,1.45E-08,0,4.86E-09,0,0.00097182,0.0011582,0
