0.04,0.017459,0,0.002421,0.015521,0.24221,0.0011678,0,1.2651e-06,0.012243,0.16926,1.0276e-07,0.28018,0.00045574,0.14247,0.1343,0.22334,0.12732,0.00010452,0.001667,0.00056304,0.0012997,0,9.4136e-05,0,0.00038449,0.018146,0.00098621,0.0026055,0,0.021074,8.5288e-08,0,1.872e-07,0.00050035,0.010664,0.0066562,0.089858,0.00013304,0.013583,2.4301e-05,0,0.011227,0.0016615,0.00085383,7.0775e-05,0.00012779,0.18249,0.085267,1.2413e-08,0
0.0073503,0.0068235,0.0015566,0.014259,0.0055015,0.0082493,0.13276,6.6696e-06,0.0011893,0.0044976,0.01474,3.1393e-05,0.0063148,0.12007,0.002718,0.045635,0.0037253,0.020357,4.632e-05,0.0060626,0.00067643,0.004868,9.9397e-05,0.0056709,5.8421e-05,0.011241,0,0.0014896,0.0031059,0.00024888,0,0,6.5366e-05,0.0008258,0.0030968,0.0072788,0.011562,0.0072604,5.4662e-05,0.0016128,0.00092395,0,0.043826,0.0098527,0.0037359,0.00021713,0.0053734,0.00066567,0.02876,0.0021474,0
0.020265,0.019278,0.0004884,0.015162,0.020081,0.073589,0.025688,6.8484e-06,0.0010193,0.014259,0.080512,1.7286e-08,0.13571,9.7557e-05,0.028611,0.091473,0.020669,0.014955,0.00031466,0.0097144,0.0039496,0.01023,2.7193e-08,0.0037602,2.5098e-05,0.0076425,0.0009136,0.0036164,0.014666,1.5653e-07,0.0021597,2.0386e-08,2.7811e-07,2.4602e-05,0.0044703,0.01525,0.0035107,0.023646,3.2458e-07,0.010363,0.0031035,3.1175e-05,0.019294,0.00074542,0.004485,0.0045912,0.004883,0.096457,0.070263,0.0027877,0
0.032323,0.014332,0.00063384,0.004301,0.02392,0.11289,0.00141,0.00020676,0.0027263,0.0094442,0.095646,0,0.15542,0.0011751,0.12715,0.10581,0.066674,0.014662,7.7527e-07,0.0095274,0.0023162,0.0092196,3.1062e-05,0.00089476,2.5378e-05,0.0040498,1.6957e-05,0.0038879,0.019544,2.3089e-05,4.3429e-06,0.00037481,2.4289e-05,0.00015703,0.0074177,0.014046,0.0074089,0.024296,2.1182e-05,0.0083259,0.003303,0,0.0067021,0.0001397,0.0065351,0.0027722,0.0014431,0.067415,0.10787,0.0036734,0
0.026536,0.013357,0.00059756,0.0037731,0.022252,0.067247,4.811e-05,0.0001141,0.0018967,0.0073839,0.069129,0,0.094157,0,0.10746,0.1009,0.049483,0.0083838,0.00010046,0.0070981,0.0026349,0.0056332,0,0.0030342,0,0.0036924,1.8919e-05,0.0045074,0.015914,0,1.161e-05,0,4.5851e-05,0,0.0043572,0.0087416,0.0048798,0.018978,0,0.0077558,0.0012642,0,0.0079495,0.00030303,0.0031267,0.0040684,0.0018258,0.082113,0.075835,0.0027596,0
0.027221,0.013112,0.00071192,0.0052963,0.018385,0.099458,0.004463,0.00016909,0.0036692,0.010356,0.075003,0,0.11638,0.0038924,0.11161,0.088579,0.05071,0.012326,1.111e-05,0.011046,0.0035926,0.010889,0.00010147,0.0012583,0.00017924,0.0039001,0.00015858,0.0040391,0.019116,0.00012795,0,0.00047086,9.3299e-05,0.00023502,0.0073551,0.01312,0.0063954,0.019797,0.00015932,0.0087569,0.002665,0,0.0066406,0.0004142,0.0071267,0.0030745,0.0019582,0.046569,0.088356,0.0031811,0
0.022402,0.031945,6.1461e-05,0.002144,0.0045668,0.030675,0,0,0.0025155,0.012039,0.038369,0,0.030088,0.0021665,0.0088459,0.037186,0.032274,0.024379,0.00080845,0.033767,0.013852,0.024851,0,0.020331,5.0436e-06,0.020015,0,0.0061762,0.015516,0.017174,1.0267e-11,3.1865e-08,2.4818e-06,0.050604,0.019832,0.021735,0.0020069,0.026222,0,0.014815,0.015989,0,0.059908,5.823e-06,0.0057019,0.0020543,0.0028855,0.041348,0.031217,0.0051617,0
0.021995,0.026309,0.00058807,0.0066564,0.011767,0.085758,0.0002614,2.5003e-06,0.0012292,0.0077489,0.050633,0,0.092048,3.4019e-05,0.045026,0.07155,0.02404,0.011063,8.9628e-06,0.0070147,0.0019488,0.01233,0,0.0051905,1.0392e-07,0.004662,6.5185e-05,0.0051661,0.023105,3.1801e-05,3.1551e-05,0,0,0.00024043,0.0068165,0.015028,0.0081475,0.02402,4.7876e-07,0.0026366,0.0033549,0,0.0054739,0.00058946,0.0032804,0.00086019,0.0031084,0.11118,0.069707,0.00063796,0
0.022252,0.010795,3.0425e-07,0.00049262,0.0043833,0.088719,0.0003185,6.3744e-10,4.826e-05,0.0026451,0.055199,1.1669e-06,0.11557,7.0167e-05,0.083493,0.085057,0.063624,0.019909,7.719e-08,0.0004754,4.7435e-05,0.0054909,0,0.00025419,0,0.000276,4.7524e-05,0.00019357,0.008642,1.7568e-05,0,1.1476e-06,0,0.0044015,0.00099328,0.0077546,0.017698,0.025559,4.0879e-05,0.0022577,9.9307e-05,0,0.0049297,0.018119,6.4629e-05,0.00031511,0.00019517,0.1089,0.048877,0,0
0.0044574,0.0076104,0.00021462,0.0062129,0.016864,0.069296,0.0073414,0,0.0022667,0.0038262,0.029291,1.8542e-06,0.030697,3.9033e-05,0.028959,0.04365,0.010784,0.017312,0.00035764,0.00097978,0.00068196,0.0051616,0,0.00061379,0,0.00053093,0,0.003091,0.0045281,4.0694e-10,0,0,1.1523e-09,0.00068428,0.001632,0.0041227,0.0041724,0.02626,0,0.030475,0.00073129,0,0.0016931,0.0044158,0.00081264,0.0056607,0.00032208,0.04294,0.031001,0.00047712,0
