,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
AAA,0,0,0,0,0,0,0,0.094304893,0,0,0,0.002712153,0,0.019349291,0.551052329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181895,0,0,0.000973664,0.002183136,0,0,0,0,0,0,0,0,0,0,0.009458123,0.005043835,0,0,0,0.386723477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014861954,0,0,0,0,0,0,0,0.00023266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003820597,0,0,0,0,0,0,0.753085633,0,0,0,0,0,0.210867172,0,0,0,0.001614559,0,0,0,0,0,0,0.000905722,0,0,0,0,0,0.07267081,0,0,0.005949347,0.002035342,0.059928899,0,0,0,0,0,0,1.250412651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021555733,0,0.002488965,0,0.01120075,0.001221962,0,0,0,0,0,0,0,0,0,0,0.008226166,0,0,0,0.008270906,0.001936312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002721466,0,0,0,0,0,0,0,0,0,0,3.70161E-06,0,0,0,0,0,0,8.5229E-05,0,0,0,0,0,0,0.113435866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001708042,0,0,0,0,0,0,0,0,0,0,0.000124309,0,0,0,0,0.001041643,0.008791529,0,0,0,0,0,0.002466588,0,0,0,0,0,0.017298522,0,0,0,0,0,0,0,0,0,0,7.53816E-06,0,0,0,0,0,0.010093728,0,0.037215413,0.000184347,0,0,0,0,0,0,0.000244875,0.003785484,0,0.063840832,0.001138071,0,0,0,0,0,0.004440721,0,0.003579747,0,0,0.002532018,0,0.001756642,0.008595071,0.01019336,0,0,0,0,0,0,0,0,0.113944311,0,0,0,0,0,0,0,0.000928363,0,0,0,0,0,0,0,0,0.101417439,0,0,0.002428605,0,0,0,0,0,0,0,0,0,0,0,0.00033704,0.008204495,0,0.002974187,0,9.10074E-05,0,0.010240959,0.00123846,0,0.000643722,0,0,0,0,0,0,0,0.018978963,0,0.003814106,0,0.002213091,0.006429358,0,0,0,0.000699784,0,0.062132051,0,0,0,0,0,0.001075174,7.55045E-05,0,0.01088081,0.000324895,0.009555404,0,0,0,5.06064E-05,0,0,0,0,0,0,0,0.000381207,0,0,0,0.000292883,0,0,0,0.001511295,0,0,0.003888973,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52698E-05,0,0,0.012599283,0
ACAd,0.000532419,1.550081574,0.949079308,0.15229135,0.009529556,0,0.023817432,0.015709676,0.043939227,0,0.260808821,0.056587735,0,0.006658977,0.040622548,0.34270496,0,0.06394075,0.019391096,0,0.137228607,0.001839786,0,0.013317062,0.00283493,0.000222957,0.004934948,0,0,0.16495237,0.034151947,0,0,0.000492574,0,4.180660872,0.12378176,0.000607611,0,0.000225766,0.010617322,0.007246754,3.06738E-05,0.024523478,0,0.113730319,0.077959988,0.010142655,0.009818183,0,5.90829E-05,0.000102191,0.010011221,0,0,0,0,0,0,7.44544E-05,0.000671186,0.017329457,0.286462247,0,0,0,0.010861478,0,0.001227077,0,0.450447791,0.00481963,0.027066134,0.051782316,0.075085996,0.21303069,0.01995164,0,0.004023962,0.064019122,0,0.003314744,0.000449348,0.062046004,0,0,0.000355487,0,0.005993303,0.013830458,0.021461049,0.000305637,0,0.007149098,0,1.530875047,0,0,0.035029328,0.586631254,0,0.003369413,0.022338552,0.02846922,0.00085763,0.000758215,8.58331E-05,0.025665866,0.143641902,0,0.150646067,0.149315867,0.464297269,0.015332453,0.000711195,0.000497784,0.57400583,0.011871454,0,0,0.051587623,0.026712295,0.005001868,0,0.099898888,0,0,0.129558734,0.035955356,0.469408842,0,0.16178502,0.023676923,0.049346689,0.008674514,0.017381708,0.027097069,0,0.019729045,0.295503052,0.001523288,0,0,1.101433194,0.001053756,0,0,0,0,0,0.072706398,0.032606399,0.000452139,0.011250538,0,0.113965957,0.962966539,0.71805377,0.312317202,0.000659979,1.885491315,0.15452415,0.000270255,0,0,0.025496013,0,0.078696372,0,0,0.017850197,0.081323069,0,0,9.87107E-05,0,0.023304989,0.022484382,0,0,0.208914033,0,0,0.027977903,0.004827406,0,0.017572721,0,0,0.06203134,0,0.061842754,0.000289806,0.051530899,0.001972098,0,0.10910622,0.000136052,0,0,0.371591781,0.668050193,0.084819809,0.700777029,0.028479463,0.031157211,0.091220714,0,0.038712171,0.043113027,0,0.097992052,0,0.000425175,1.235866576,0.543980176,0.018271039,0,0,0.054939467,0.028762607,0.052522793,0,0.043446026,0.006596377,0.001177666,0.008385039,0.013398859,0,0,0.005020873,0.000253761,0.001199388,0.00281145,0.000299393,0,0,0,0,0,0,0.000302461,0,0.127139706,0,0,9.89478E-05,0,0.048223744,0.047989569,0.00035885,0.000424209,0.000210145,0.001100997,0.002281348,2.52698E-07,0.006506689,0,0.027993921,0.061552144,0.001777869,0.011081728,0,0.000242621,0,0,0,0,0,0,0,0,9.63481E-05,0.000297235,0.000652704,0.105256466,0,0,0,0.000811756,0,0.001293422,0,0.002842009,0,0.000167806,0.001409321,0.002453226,0.000956339,0.000197366,0,0,0.016839258,0,0.000146564,0,0,0.000309792,0,0.000305039,0,2.95159E-06,0,0.000181574,0,0,0,0,0.465841041,0,0,0,0,0.000931886,0,0.005150852,0.026094887,0,0.000203168,9.33755E-05,0,0.000112928,0,0.095394967,0.064755149,0.151881003,0.003081222,0,3.96024E-05,0.127840625,0.000991767,0,0,0.015062725,0.034521558,0,0.0026004,0,0,0,0.009229918,0.02124255,0.18170917,0,0,0,0.004652282,0.00010744,0,0.003635225,0,0,0,0.001487166,0.000116246,0,0.063277787,0,0,0,0,0,0,0.098621706,0.017718144,0.002574874,0,0,0.015060596,0.130400877,0.268990571,0.000731643,0,0,0,0.000166224,0,0,0.007168385,0,0,0.000433487,0,0.002363798,0,0,0,0.004318595,0,0,0.008007469,0,0,0.014542907,0,0,0,0.000831206,0,0,0,0,0.009653682,0,0.009647319,0.000488355,0.013416545,0.000187222,0,0,0.000292299,0,0.009247395,0.020036165,0.034983472,0.002202197,0.02923845,0.00087879,0.001635195,0,0,0,0,0,0.017643567,0
ACAv,0,0,0.315884558,0,0.007936141,0.018708142,0,0,0,0,0,0.004179138,0.000285853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597487,0,0.033712455,0.000831724,0.005567203,0,0,0.665045281,0.025797426,0,0.005392517,0,0.004338627,0,0,0,0.000635801,0,0,0,0,0,0,0,0,0,0.009477827,0.005858934,0,0,0,0,0,0,0.121652051,0.004582873,0,0,0.011225002,0,0,0,0,0.000584821,0.017988681,0.016285571,0.119619572,0,0,0,0,0,0,0,0,0.110058608,0,0,0,0,0,0,0,0,0.007733897,0.004981742,0.158504705,0,0,0,0.016812184,0,0,0,0,0.002773014,0.002869795,0,0,0,0,0,0,0.099931869,0,0,0,0,0.280771455,0,0,0,0.048266138,0,0.049617529,0.001160881,0,0,0,0.049116515,0,0.154370868,0.006069485,0,0,0,0,0.013638634,0,0.000222807,0.001305213,0.035037575,0,0,0.003459341,0,0,0.005615109,0,0,0,0.001327014,0.054371227,0,0,0,0.022968815,0.164948185,0,0,0,0,0,0,0,0.011913162,0.000106256,0,0.01221864,0.027645811,0,0.004385302,0.004580252,0,0,0.000892359,0,0,0,0,0,0,0,0,0,0,0,0,0.016676939,0,0,0,0,0,0,0,0.001878331,0,0,0.000250965,0,0,0,0,0,0,0,0,0.054074359,0,0,0,0.000375847,0.023704205,0,0,0,0.645738733,0,0.001391613,0,0,0,0,0,0,0,0,0,0,0.000188327,0,0,0,0,0,0,0,0,0,0,0,0,6.83706E-05,0.002108682,0,0.000449465,0.002433427,0,0,0.805090248,0.043328961,0,0,0,0,0,0,0,0.007086101,0,0,0,0,0,0,0,0,0,0,0,0,0.008354019,0,0,0,0,0.018220708,0.002211082,4.13791E-05,0,0.002197733,0,0,0,0.00167077,0,0,0.000178326,0.015591721,9.34578E-06,0,0,0,0,0,0,0,0.001008417,0,0,0,0,0,0,0,0,0.004307345,0.002512003,0,0,0,0,0.00358457,0.008683099,0,0.001439986,0,0.011541442,0.000152168,0,0,0,0.002919877,0,0,0,0,0,0,0,0.085129872,0,0,0,0.047835133,0,0.00198509,0,0.006998411,0,0,0.066944292,0,0.03915236,0.002838013,0,3.60718E-05,0,0,0.0028647,0,0.000368547,0.012371589,0.055266042,0,0,0.000230169,0,0,8.92167E-05,0,0,0,0,0,0.001574251,0,0,0.002283752,0.002680569,0,0,0.001464351,0,0.040377554,0.004701578,0,0,0.000386948,0,0.000838861,0.000699224,0,0.00533398,0.003520891,8.00696E-06,0,0,0,0,0,0,0,0.000761917,0,0,0.00408456,0,0,0,0.014011487,0,0,0,0,0.007612979,0,0,0,0,0,0,0,0.002601616,0,0,0,0,0,0,0.013407214,0,0,0,0,0.000160247,0
ACB,0.021439367,0,0,0.074182913,0,0.022876244,0,0,0.009048853,0,0.00089535,0.000546349,0.001364877,0,0.353843613,0,0.003401337,0,0,0,0,0.009288887,0.015343855,0.133083823,0,0,0,0.013510806,0.001203524,0.000939403,0,0.00145037,4.44639E-05,0.002755231,0,0.00870458,0,0.00088288,0,0.000155906,0,0.010786825,0,0.01719965,0.00022022,0,0,0,0.010101481,0.001972121,0.00010386,0,0,0.006775239,0,0,0,0,8.28937E-05,5.84003E-05,0.000191482,0.000454837,0.011187649,0,0,0,0,0,0,0,0,0,0,0,0.233290485,0,0.138681815,0,0,0.039356353,0.010120134,0.016677956,0,0,0,0,0,0,9.78859E-06,0,0.000108282,0,0,0,0.002927303,0.003885731,0.015632744,0.057740475,0,0.004808079,0,0,0,0,0,0,6.18579E-05,0,0,0,0,0.016581259,0,0.027101186,0.003153195,0.007313048,0,0,0,0,0,0,0.001379727,0.002301571,0,0,0,0,0.167933731,0.00137311,0,0.005139813,0,0,0,0,0,0.000935175,0,0,0,0,0.007786423,0,0.006784508,0.005226347,0.000684432,0.001682569,0,0,0.00830862,0.000704022,0,5.7011E-05,0.034401294,0,0,0,0,0.001635494,0,0.000564363,0,0.471651366,0.000205595,0,0.089461677,0.01194442,0,0,0,0,8.4219E-05,0.000494293,0,0,0,0,0,0,0,0,0,0.000585771,0,0.015023577,0,0,0,0,0.014241857,0,0,0.07190916,0,0,0.008642693,0.000519594,0,0,0,0,0,0,0,0,0,0.005774095,0.000612092,0.003241202,0,0.042547745,0,0,0,0,0.003086047,0,0,0.000406839,0.000639729,0.001575232,0,0,0,0.001339213,0.002290955,0.072179032,0,0.002330961,0.000292434,0.000123412,0,0,0,0,0.000623385,0,0,0,0,0.000976034,0,0,0.000849408,0,0,0,0,0,0.000764588,0.000163895,0.000221137,0,0,8.58326E-08,0,0.00059404,0,0,0,0.005887764,0.000754106,0.000624234,3.78442E-06,0,0.00010396,0,9.81517E-06,0,0.00013519,0,1.17947E-06,0.00030402,0.000994804,0,0,0.000769265,9.34709E-07,0,0,0.000161181,6.87731E-06,0,0,0,0,0,0,0,0.000100519,0,0,0.002228041,0,0,0.000654054,0,0,0,0,0,0,0,0,0,0.064716407,0,0,0,0,0,0,0,4.49034E-05,0,0,0.000104024,0,0.000109907,0,0,1.63322E-05,0,0.001514087,0.000020163,0,0,0.0014715,0,0,0,0,0,0,0,0.002600343,0,0,0,0,0.02596831,0,0,0,0,0,0,0,0,0.000340899,0,0,1.42258E-05,0,0,0,0,0.000699139,0.001047737,0.000680262,0,0,0.002589539,0.000448373,0,0,0,0,0,0,0,0,0,0.000975652,0,0,0.000239632,0,0,0.000550211,0,0,0,0,0.00018899,1.70701E-05,0,0,0.000696205,0,0,0.000112695,0,0,0.001555504,0,0,0,0,0,0,4.34706E-05,0,0,0,0.002249598,0,0,0.00010911,0.000363213,0,0.000278225,0,0,9.58204E-06,0,0,0.000048815,0,0,2.65372E-05,0,0,0.001795182,0
AD,0,0,1.640533536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108387025,0,0,0,0.016732505,0.000867471,0,0,0.000564547,0,0,0,0.078075607,0,0,0,0.000295108,0,0,0,0,0,0.10496154,0.337491671,0.371686291,0,0,0,0,0,0,0,0,0,0,0,2.48873E-05,0.000637471,0.001447063,0.128178354,0,0,0,0,0,0.008694878,0,0,0,0,0,0,0,0,0,0,0,0.001193516,0,0,0,0,0,0,0,0,0,0,0,0.057974713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00165216,0,0,0,0,0,0,0,0,0,0.017359553,1.241301272,0,0,0,0.045343398,0,0,0,0,0,0.009862162,0,0,0.000735704,0,0,0.32652024,0,0,3.844910271,0,0,0,0,0,0,0,0.000245839,0,0,0,0,0,0.003874797,0,0,0,0,0,0,9.839128547,0.116382692,0,0,0.142172184,0,0,0,0,0,0,0,0,0,0,0.000868091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021457948,0,0,0,0.024683906,0,0,0,0.000368903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007033752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001395316,0,0,0,0,0,0,0,0,0,0,0.000690941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133009,0.000218183,0,0,0,0,0,0,0,0,0,0,0.003833931,0,0.000801951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000258513,0,0,0,0.000702754,0,0,0,0.000362534,0,0,0,0,0,0,0.485629468,0,0,0,0,0,0,0,0,0,0.00078711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037463733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043364515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001587362,0,0,0,0,0,0,0.009579101,0.257473316,0,0.133796876,0,0,0.171419696,0.014824296,0,0,0.004431176,0,0,0.07641865,0.029213916,0,0,0,0.003756779,0.028091081,0,0,0,0,0.011495199,0,0,0.092307537,0,0.060211642,0,0,0,0,0,0,0,0,0,0,0,0.006872214,0,0,0,0,0,0,0,0,0,0,0,0,0.095510542,0,0,0.04228805,0,0,0,0,0,0,0,0,0,0,0,0.005546979,0,0,0.008631904,0.004858255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006159333,0,0,0,0,0,0,0,0.001281654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022874563,0,0,0,0,0,0.004444162,0,0.107612585,0,0,0,0,0,0,0,0,0,0,0,0,0.158856229,0,0,0,0.008330944,0,0,0,0,0,0,0,0,0,0,3.03125E-05,0,0.001415117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001229083,0,0,0,0,0.007900456,0,0,0,0,0.003703954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003047455,0,0,0,0,0,0,0.003737628,0.002463033,0,0.012634427,0,0,0.014056952,0,0,0,0.006910661,0,0,0,0.020800045,0,0,0,0.002398854,0.000976975,0,0,0,0.001794138,0.008617137,0,0,0.026460273,0.000464297,0.040080629,0.000129268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14691E-05,0,0,0,0,0,0.000269826,0,0,0.036443736,0,0,0.013587992,0,0,0,0,0,0,0,0,0.001351309,0,9.45646E-07,0.010566192,0,0.006907525,0.019490776,0.005616989,0,0,0,0.048203875,0,0,0,0,0,0,0,0,0.000985156,0,0,0.003724222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008887599,0,0,0,0,0.00061169,0.002828837,0,0.017147471,5.13333E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AId,0.087368571,0,0,0,0,0,0.311219424,0.330566552,0,0,0,0,0,0,0,0,0,0,0,0.000728917,0,0.068290204,0.020899742,0,0,0,0,0.116270828,0,0,0.133106657,0.001833977,0.005956581,0.021408843,0,2.97638939,0,0,0,0,0,0,0,0,0.002695283,0,0,0,0,0.026027673,0.000136084,0,0.109226089,0.053688229,0.216269954,0,0,0.324225002,0.013564982,0,0,0,0,0.020418997,0,0,0,0,0,0,0,0,0,0.000965001,0,0,0.010970785,0,0.009105089,0,0,0.014158889,0,0.068374136,0,0,0.023363141,0,0,0,0,4.27464E-05,0,0,0.351459138,0,0,0,0,0,0.000215921,0,0.013293913,0,0,0.020268924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151298459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117985737,0.000227798,0,0.011987345,0,0,0.01657473,0.006835709,0.002550398,0,0,0,0,0,0,0.007584268,0.013075881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000585988,0,6.73992E-05,0,0.196026649,0,0,0,0,0,0,0,0,0,0,0.016708012,0,0,0,0.023023335,0,0.166888128,0,0,0.946155474,0.081325313,0.127555779,0,0,0,0.000145472,0.015961575,0,0,0,0,0,0,0,0.040021823,0.000736866,0,0,0,0,0.026408392,0,0,0.128302233,0.0008319,0,0,0,1.771004351,0,0,0,0,0,0,0,0,0.009479923,0.008942621,0,0,0,0.002491828,7.18221E-05,0,0.118652609,0.015179245,0.084444826,0,0,0.218138631,0.002053353,0,0.000115695,0,0.021663836,0.034045309,0.001011509,0,0,0,0.00144531,0,0,6.03224E-06,0,0.001209208,0,0,0,0,0.00766048,0.020939278,0,0,0,0,0,0,0,0,0,0.000280987,0,0,0,0,0.416081718,0.218006034,0,0,0,0,0,0,0,0,0,0,0,7.25727E-05,0.001870062,0,0.000463839,0.057212176,0.056705428,0.004560267,0,0,0,0,0,0.003257772,0,0.009386009,0.008250267,0,0,0,0,0,0,0.097798615,0,0,0.000920851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75311E-05,0.008734526,1.21417E-05,0,0.000334947,0.000953796,0,0.017737101,0.0026038,0.003799123,0,0,0,0,0,0,0.027671991,0,0,0,0.017643505,0.000241217,0.000139847,0,0,0,0,0,0,0,7.04459E-06,0,0,0,0,0,0,0.066155633,0,0,0,0,0,0,0,0,0,0,0.003607873,0,0
AIp,0.016368727,0.031322631,0.047648463,0.486595031,0,0,0.630972509,0,0.117891761,0.000765992,0,0.000608828,0,0,0,0,0,0,0,0,5.15245E-05,0.230393967,0.116879001,0.131959516,0,0,0,0.748408849,0,0,0.030763284,0.001036189,0.022814886,0.017271889,0,1.548397199,0.001742148,0,0,0,0,0.011051149,0,0.01538237,0.000931546,0,0.143234495,0.03614249,0.023894083,0.070105681,0,0,0.038541067,0.133747503,0.246468922,0,0,0.318006568,0.03548452,0,0,0,0.032942106,0.017132204,0,5.36721E-06,0,0.006255417,0,0.000470412,0,0,0,0,0.161650376,0,0.00976137,0.001317881,0,0,0,0,0,0.050607701,0.000658906,0.002940798,0.014965736,8.79291E-06,0,0.002110377,0,0,3.91722E-05,0,0.299218592,0.253374015,0,0,0,0.227843521,0,0.003888063,0,0.000186071,0,0,0,0,0.00112547,0.023223371,0.097267529,0.042743006,0.068771718,0,0,0,0.064006936,0.023175886,0,0.06667102,0.007985108,0.098458215,0.018592301,0,0.01960974,0,0.004548205,0.014026324,0,0.065990552,0.00028498,0.040298674,0.004922637,0,0,0.003281006,0.013740213,0,0.020914154,0.025209671,0.000102637,0,0.002274105,0,0,0.011041921,0,0,0,0.002366347,0.022712639,0.00958413,0,0.005301301,0.014156325,0.001753969,0.027088172,0.048763023,0.007919699,0,0,0,0,0.239299167,0,0.011982683,0,0.035284036,0.002397605,0.020717553,0.01162927,0.026583258,0.001237347,0,0,0,0,0.01119022,0,0.065003488,0,0.029617822,0.097372807,0.012949394,0,0,0.00286893,0.013977956,0.00289406,0,0.114133995,0.000190093,0,0,0.005668219,0.007697082,0,0,0.002847939,0,0,0,0,0,0,0,0.022130257,0,0,0,0.004319707,0.024318756,0.001119039,0.001189291,0.003205254,0,0.177784612,0,0,0.167489945,0.028266977,0.014610905,0.000571187,0,0,0,0,0,0,0,0,0,0.01291718,0,0.071266807,0.003947022,0.069317651,0,0,0,0.192039972,0,0.000278776,0.002504076,0.000808851,0.037933455,0,0.001441749,0,0.000974842,0,8.12161E-05,0,0,0.005625504,0,0,0.003477287,0,0.064461695,0,0.034289016,0.01596659,0,0,0.007391778,0.051082797,0.133738643,0,0,0.074103626,0.009469958,0,0,0,0,0.043833195,0,0,0,0.020574202,0.008352512,0.000345757,0,0,0,0.000775992,0.018975703,0,0,0.002669252,0,0,0,0,0,0.039040839,0.0126285,0.010013917,0.0018051,0,0,0.000775,0,0,0,0,0,0,0,0,0,0.009915623,0,0.003938538,0,0.00033463,0.000204111,0,0,5.51098E-06,0,0.03823918,0,0,0,0,0,0,0.079312929,0,0,0.004443345,0.002762265,0.02851683,0.021209086,0,0,0,0,0.010937107,0.030741591,0.001661203,0.000112865,0.001611328,0.001003199,0,0,0.001139694,8.83375E-05,0,0,0,0.000347539,0,0.001819953,0,0.000813883,0.022151736,0,0,0,0.000901792,0.034374775,0.018941623,0,0.001214366,0.001975137,0,0,0,0,0,0,0,0,0.037910779,0.000168153,0.00808082,0.001658496,0.00129002,0,0.024615522,0.009532131,0.007531384,0.000522663,0.000794208,0,0,0,0,0,0,0,0,0,0.001589895,0,0,0.001663074,0,0,0,0.033668028,0,0,0,0.00090365,0,0,0,0,0,0,0,0,0,0,0,0.024177466,0.000103808,0.000111085,0,0.02841737,0.008580341,0.002083566
